 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.449E-14
 0.100E+00 0.300E+03 0.100E+02 0.450E-14
 0.101E+00 0.303E+03 0.100E+02 0.458E-14
 0.110E+00 0.319E+03 0.100E+02 0.523E-14
 0.134E+00 0.365E+03 0.100E+02 0.733E-14
 0.164E+00 0.417E+03 0.100E+02 0.102E-13
 0.200E+00 0.477E+03 0.100E+02 0.143E-13
 0.245E+00 0.544E+03 0.100E+02 0.199E-13
 0.299E+00 0.621E+03 0.100E+02 0.277E-13
 0.365E+00 0.707E+03 0.100E+02 0.386E-13
 0.446E+00 0.802E+03 0.100E+02 0.534E-13
 0.544E+00 0.904E+03 0.100E+02 0.736E-13
 0.665E+00 0.101E+04 0.100E+02 0.100E-12
 0.812E+00 0.111E+04 0.100E+02 0.135E-12
 0.992E+00 0.119E+04 0.100E+02 0.177E-12
 0.121E+01 0.124E+04 0.100E+02 0.224E-12
 0.148E+01 0.124E+04 0.100E+02 0.275E-12
 0.181E+01 0.121E+04 0.100E+02 0.327E-12
 0.221E+01 0.115E+04 0.100E+02 0.379E-12
 0.269E+01 0.107E+04 0.100E+02 0.432E-12
 0.326E+01 0.998E+03 0.100E+02 0.486E-12
 0.393E+01 0.925E+03 0.100E+02 0.543E-12
 0.472E+01 0.857E+03 0.100E+02 0.605E-12
 0.568E+01 0.794E+03 0.100E+02 0.674E-12
 0.683E+01 0.735E+03 0.100E+02 0.750E-12
 0.822E+01 0.682E+03 0.100E+02 0.837E-12
 0.990E+01 0.632E+03 0.100E+02 0.936E-12
 0.120E+02 0.587E+03 0.100E+02 0.105E-11
 0.145E+02 0.547E+03 0.100E+02 0.118E-11
 0.175E+02 0.509E+03 0.100E+02 0.133E-11
 0.213E+02 0.475E+03 0.100E+02 0.152E-11
 0.260E+02 0.445E+03 0.100E+02 0.173E-11
 0.318E+02 0.418E+03 0.100E+02 0.198E-11
 0.388E+02 0.393E+03 0.100E+02 0.228E-11
 0.474E+02 0.372E+03 0.100E+02 0.264E-11
 0.579E+02 0.353E+03 0.100E+02 0.306E-11
 0.708E+02 0.336E+03 0.100E+02 0.355E-11
 0.864E+02 0.321E+03 0.100E+02 0.414E-11
 0.106E+03 0.307E+03 0.100E+02 0.485E-11
 0.129E+03 0.295E+03 0.100E+02 0.569E-11
 0.157E+03 0.285E+03 0.100E+02 0.670E-11
 0.192E+03 0.275E+03 0.100E+02 0.790E-11
 0.235E+03 0.266E+03 0.100E+02 0.934E-11
 0.287E+03 0.258E+03 0.100E+02 0.111E-10
 0.350E+03 0.250E+03 0.100E+02 0.131E-10
 0.428E+03 0.243E+03 0.100E+02 0.156E-10
 0.522E+03 0.237E+03 0.100E+02 0.185E-10
 0.638E+03 0.231E+03 0.100E+02 0.220E-10
 0.779E+03 0.225E+03 0.100E+02 0.262E-10
 0.951E+03 0.219E+03 0.101E+02 0.312E-10
 0.116E+04 0.215E+03 0.101E+02 0.372E-10
 0.142E+04 0.210E+03 0.101E+02 0.445E-10
 0.173E+04 0.206E+03 0.101E+02 0.533E-10
 0.211E+04 0.202E+03 0.101E+02 0.639E-10
 0.258E+04 0.199E+03 0.101E+02 0.767E-10
 0.315E+04 0.196E+03 0.102E+02 0.923E-10
 0.385E+04 0.193E+03 0.102E+02 0.111E-09
 0.470E+04 0.191E+03 0.102E+02 0.134E-09
 0.573E+04 0.189E+03 0.103E+02 0.162E-09
 0.700E+04 0.187E+03 0.103E+02 0.196E-09
 0.855E+04 0.186E+03 0.104E+02 0.237E-09
 0.104E+05 0.185E+03 0.104E+02 0.288E-09
 0.127E+05 0.184E+03 0.105E+02 0.350E-09
 0.156E+05 0.183E+03 0.106E+02 0.426E-09
 0.190E+05 0.183E+03 0.107E+02 0.519E-09
 0.232E+05 0.183E+03 0.108E+02 0.633E-09
 0.283E+05 0.183E+03 0.110E+02 0.774E-09
 0.346E+05 0.183E+03 0.111E+02 0.947E-09
 0.422E+05 0.184E+03 0.113E+02 0.116E-08
 0.515E+05 0.185E+03 0.115E+02 0.142E-08
 0.629E+05 0.186E+03 0.117E+02 0.175E-08
 0.767E+05 0.188E+03 0.119E+02 0.216E-08
 0.937E+05 0.190E+03 0.122E+02 0.266E-08
 0.114E+06 0.193E+03 0.125E+02 0.329E-08
 0.140E+06 0.196E+03 0.129E+02 0.408E-08
 0.170E+06 0.199E+03 0.132E+02 0.506E-08
 0.208E+06 0.203E+03 0.136E+02 0.630E-08
 0.254E+06 0.208E+03 0.140E+02 0.786E-08
 0.309E+06 0.213E+03 0.145E+02 0.984E-08
 0.378E+06 0.219E+03 0.150E+02 0.123E-07
 0.461E+06 0.225E+03 0.155E+02 0.155E-07
 0.562E+06 0.233E+03 0.161E+02 0.196E-07
 0.686E+06 0.241E+03 0.167E+02 0.247E-07
 0.838E+06 0.250E+03 0.174E+02 0.313E-07
 0.102E+07 0.259E+03 0.181E+02 0.396E-07
 0.125E+07 0.269E+03 0.188E+02 0.502E-07
 0.153E+07 0.279E+03 0.196E+02 0.637E-07
 0.186E+07 0.290E+03 0.204E+02 0.807E-07
